time_of_review,timestamp,product_id,product_name,summary,review,bin_sentiment
2020-12-21 21:27:28,1608586048,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Very nice camera bag,"This is a great camera bag. It holds my DSLR and two lenses, with room for so much more. It can also hold my kindle, phone, chargers and memory cards. Everything and more that you'd need for a vacation or photo outing.I have a Built brand camera bag, that is more then twice the price of this one. It's pretty but doesn't hold as much or have as many outer pockets - this bag has three which I love.The padding is great - you can move the padded interior dividers to fit your gadgets, it really is impressive. On top of all of that, this is a very affordable bag - quite amazing for the price, and highly recommended.",1.0
2020-12-21 21:41:02,1608586862,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Great Bag,"This AmazonBasics bag is great for cameras and other gadgets.  Items fit snugly in well designed compartments which provide easy access.  The bag itself is rugged, with easy to use grips and straps.  I am very pleased with this product and will give a closer look to more AmazonBasics items in the future.",1.0
2020-12-21 22:07:13,1608588433,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Nothing has changed in last 3 years no worth it,I dot it and tried it with 2 of my laptop one with core i3 + Intel HD graphics and other with core i7 + intel HD graphics 4000. Both laptops are Widi capable and have WiDi stickers on them. I installed all latest display and wifi drivers and installed WiDi application. The laptop with core i3 was never able to detect PTV3000. The laptop with Core i7 detected PTV3000 but kept waiting during connection it never succeed. The only thing I was able to do it miracast with my Galaxy S4. The video quality was decent on my 60&#34; tv but there was a significant lag between audio and video which made it practically un-usable. I would like to mention here that I was able to use Widi with my same Core i3 laptop 3 years back with first generation of PTV. It was good for presentations etc but not for video.,0.0
2020-12-21 22:17:10,1608589030,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Nikon is always my favorite.,"Great camera for the cost.  I got it for use at school and the students love it, too.  Good buy",1.0
2020-12-21 22:29:50,1608589790,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",Kindle Fire anti-fingerprint anti-glare matte finish screen protector,I absolutely love this screen protector. The matte finish still allows for a clear view of the screen but keeps fingerprints from showing up and keeps the glare from sunshine or lamps from making it hard to see or having to turn up the backlight.,1.0
2020-12-21 22:45:00,1608590700,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Excellent camera with tons of features,"The quality of the photos is amazing.  The flash does a great job of taking quality images in low-light, so well that the image looks completely natural.  The camera can take consecutive photos relatively quickly and the battery lasts for hundreds of photos.The camera is a perfect size, is very portable, and takes amazing pictures (they also look very sharp when printed).  The zoom is good and the image stabilization feature is excellent.  Nikon truly makes great lenses and digital cameras, and you can't go wrong with the Coolpix S6300.",1.0
2020-12-21 22:59:30,1608591570,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,"Really convenient to have my laptop completely wireless, but it takes some practice to establish a good connection.","This device works, but it needs to be close to the laptop to make the connection. I think it needs the stronger signal to get connected. After the signal is well established, you can move further away, up to about 10 feet. I use this every week for videos in a class I teach, and It is reliable, once I learned to start within three feet.Hookup is easy, with just the HDMI to the TV, and a USB cable for power. In my case, the TV has a USB, so I just made the connections and put the Netgear Push2TV adapter on the back side of the TV with double-back tape. The device stays there all the time, and I just put my laptop close and turn on the Intel (R) WiDi. Once the connection is established, I bring up the video and move the laptop further away. Usually, I put my laptop in front of me on a music stand, and it is really convenient to be completely wireless!",1.0
2020-12-21 23:03:41,1608591821,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",SNUGG for MS Surface RT,"This is the second SNUGG case in our family: The first case has served us remarkably well. It is different from the iPad case because it is more like a sleeve, which requires you to slide out the Surface anytime you want to use it. However, the SNUGG case offers great protection. The quality is on par with the SNUGG for iPad. It seems to have plenty of space for adding a keyboard and additional accessories. Overall this is a nice case at a reasonable price point. SNUGG's customer service is also excellent and they stand behind their products. Very responsive to questions that I had about the iPad case.",1.0
2020-12-21 23:17:18,1608592638,B00947LCZW,10W Rapid Charger Samsung-Galaxy Note 10.1 Gt-n8013 Tab 2 10.1 Gt-p5113 Sgh-i497 Sch-i915 7.0 Gt-p3113 Gt-p3100 Sch-i705 Note-Tab-2-10.1 8.9 7.7 7 Tablet uL Listed Extra Long AC Adapter,The best charger I have.,I have bought several different charge cords for my Samsung Galaxy 10.1 Note because I was wanting a charge cord that would be long enough to use the device while and charging and actually charge the device while I was using it.  I have not had any luck with the other charger cords.  Most of them are short.  This Pwr+ 6.5 ft AC chargers works flawlessly.  I can use the device while it is charging and I'm not tethered to within 2 feet of an outlet.  Would definitely buy this again.,1.0
2020-12-21 23:17:18,1608592638,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Gift for my daughter,"She's needed a new digital camera for some time now and she absolutely loves this one.  It takes beautiful pictures.  The fact that it is red just adds to her love for it.  After all, she is an Ohio State fan, lol.",1.0
2020-12-21 23:18:03,1608592683,B00CDS9HTM,AmazonBasics Large DSLR Gadget Bag (Gray interior),Well Made and Affordable Bag,"Anyone serious about their camera or camcorder will put their equipment in a decent bag that will not only make carrying easier but will protect the equipment. Such a bag needs to hold everything securely, provide good padding on all sides, have compartments and pockets for accessories and cables and should be well-made. This bag meets all of those criteria, and a little more, for a reasonable price.The main compartment of this bag is very roomy, able to hold a large camera and lenses with room to spare. However, it's not enough to just have room - there needs to be some way to secure the items so they do not shift or knock around. To accommodate this, there are four cloth-covered foam dividers that can be moved and reattached in any desired configuration, making this a bag that always has the right sized compartment.One of the things I noticed about this bag is that it has an astoundingly good amount of padding, on every side. The padding is sufficient to protect the contents during drops and falls (to a reasonable degree, of course) and will even protect in a crammed compartment when traveling. To a point, there's sufficient protection to thwart crushing the bag, too. This bag provides better protection for my camera than most bags provide for a laptop computer.There are four zippered pockets for cables, film (if you use a film camera), cleaning supplies and whatever else you need with you. These pockets are a little on the thin side so there is limited room, but they have sufficient padding to prevent a lot of possible damage that could happen during travel.The outer material of the bag is made of higher-grade nylon mesh, which makes the bag at least partially water resistant. I suspect that the bag floats too, but I am not willing to test this idea, particularly when it is loaded...As I write this, this bag goes for $25, which is competitive with other bags in the same general size and feature class. The fact that it's a ""store brand"" bad is inconsequential - this is a well-made bag with a good feature set, worth its asking price.",1.0
2020-12-21 23:25:00,1608593100,B0072KN5ZS,"2 Pack of Amazon Kindle Fire Anti-Fingerprint, Anti-Glare, Matte Finishing Screen Protector",smudge proof,I use this for ever. It has not really needed to wipe the screen off. Which made this product it's weight in gold.,1.0
2020-12-21 23:38:30,1608593910,B00D18U63O,"Surface 2 and 1 Sleeve, Snugg - Purple Leather Sleeve Case Protective Cover for Surface 2 and 1",Very Impressed,Very nice product! It is made with nice materials. Looks  and feels much more expensive than it is. Surface 2 with Typecover fits snug with room for a stylus.,1.0
2020-12-21 23:42:19,1608594139,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Great camera for fast work.,"Excellent quality photos for close up, medium and long distance views held in a shirt pocket.  It is reliable and does excellent work.",1.0
2020-12-21 23:44:45,1608594285,B00904JILO,NETGEAR Push2TV Wireless Display HDMI Adapter with Miracast (PTV3000) Certified for use with Kindle Fire HDX,Did Not Work,"Lost a chunk of a morning with Netgear support trying to get this working. Tried it with a Samsung S3 smartphone, an Android tablet, and a new Windows laptop. All devices were listed as compatible on the Netgear website. Did two flashes of the latest firmware as instructed, but while the devices detected each other I never got a connection. Netgear told me to return the product.",0.0
2020-12-21 23:56:17,1608594977,B0073HSHVM,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),Great choice,"I researched this camera for a long long time. I compared to every plausible camera above and below based on options and reviews.  I did not compare price ranges as they varied from camera to camera.  Of the Nikon choices this is absolutely the best point and shoot available. I have used the s6000, s6100, s6200 and now the 6300 over the last few years.  Between my wife and daughter each camera was damaged and became unusable. For the price it was purchased it was much cheaper to buy the next version for the same price of the previous.  I chose the s6300 a second time without flinching.  Compared to Canon, Panasonic, Fuji, Sony, and others this model has the best optical zoom.  I do not count digital zoom as an option due to decreased picture quality on every camera.To sum the above up.: the Nikon s6300 out performed any previous Nikon model.  It's options, especially 10x optical zoom was not touched by any other point and shoot vendor or model.",1.0
